Temperature,activation,batch_size,epochs,input_dim,loss,lr,s,w1,w2,w3,wht,Free_eng_score,eng_score,ent_score,mae_feng
1200,leaky_relu,32,300,25,mse,0.001,4,4,4,100,0.9,0.8148503055369466,0.286035520248932,0.8325075868512348,2237.850415742677
1200,leaky_relu,32,300,25,mse,0.1,4,2,2,1,0.9,0.9153487826856882,0.9881886669652649,0.947043333404399,1012.2950254130493
1200,leaky_relu,32,300,25,mse,0.1,4,2,2,10,0.9,0.9190576063588365,0.9838998820739386,0.9449296007980309,917.8428297342033
1200,leaky_relu,32,300,25,mse,0.1,4,2,2,50,0.9,0.9343480838171048,0.9555493490176608,0.94867738536884,826.786207133886
1200,leaky_relu,32,300,25,mse,0.1,4,2,2,100,0.9,0.908735136292274,0.9401613175746064,0.9304635252834117,1078.0084476790964
1200,leaky_relu,32,300,25,mse,0.1,4,2,3,1,0.9,0.9079452625891701,0.9879869039577032,0.9423614753064913,1109.804150071757
1200,leaky_relu,32,300,25,mse,0.1,4,2,3,10,0.9,0.8980609749909054,0.984558808194382,0.9333730412454343,1141.329427922652
1200,leaky_relu,32,300,25,mse,0.1,4,2,3,50,0.9,0.9073722365419719,0.9545984240231695,0.9393969598472108,1107.2551749319616
1200,leaky_relu,32,300,25,mse,0.1,4,2,3,100,0.9,0.9578552260998018,0.9483395635948428,0.9664245244475793,583.0852497838473
1200,leaky_relu,32,300,25,mse,0.1,4,2,4,1,0.9,0.9105367442049764,0.987410882994645,0.9433996015606754,1005.3991470719327
1200,leaky_relu,32,300,25,mse,0.1,4,2,4,10,0.9,0.9411424144899728,0.9848646438318521,0.9597687265424458,760.6939069990096
1200,leaky_relu,32,300,25,mse,0.1,4,2,4,50,0.9,0.9187111226449162,0.9689744262304715,0.9432185670990385,1008.3033158624407
1200,leaky_relu,32,300,25,mse,0.1,4,2,4,100,0.9,0.9279467342178598,0.9315450637306705,0.9373949996675133,916.2302982200745
1200,leaky_relu,32,300,25,mse,0.1,4,3,2,1,0.9,0.9325652654175006,0.988207639308548,0.9557476067990653,831.2184189681641
1200,leaky_relu,32,300,25,mse,0.1,4,3,2,10,0.9,0.9473879480480492,0.9843836617803436,0.9641418749111484,678.3734012573241
1200,leaky_relu,32,300,25,mse,0.1,4,3,2,50,0.9,0.9009839277028812,0.9680347560651986,0.927617183236719,1095.284102975331
1200,leaky_relu,32,300,25,mse,0.1,4,3,2,100,0.9,0.9147627167751523,0.9472905032990753,0.9330652274461086,1025.0916670941547
1200,leaky_relu,32,300,25,mse,0.1,4,3,3,1,0.9,0.8801737560519094,0.9883313049686238,0.9274791854497122,1387.4814892678028
1200,leaky_relu,32,300,25,mse,0.1,4,3,3,10,0.9,0.907541853898594,0.9853662689742138,0.9377221296364548,1025.6133835159003
1200,leaky_relu,32,300,25,mse,0.1,4,3,3,50,0.9,0.9114235868347379,0.9781618675947156,0.9403359305641387,1061.4770536677493
1200,leaky_relu,32,300,25,mse,0.1,4,3,3,100,0.9,0.9067011096112056,0.9560078306176223,0.9269893754210942,1105.6768209680038
1200,leaky_relu,32,300,25,mse,0.1,4,3,4,1,0.9,0.8951569080275729,0.9890315122458135,0.9371129753038143,1176.7955220087686
1200,leaky_relu,32,300,25,mse,0.1,4,3,4,10,0.9,0.9490396302774251,0.9843960169785122,0.9640382186957279,638.9045777741051
1200,leaky_relu,32,300,25,mse,0.1,4,3,4,50,0.9,0.9617659261383597,0.9810470417985453,0.9744021033326451,515.8466669694801
1200,leaky_relu,32,300,25,mse,0.1,4,3,4,100,0.9,0.9016968356873234,0.922522813835148,0.9278165776677381,1138.522358580176
1200,leaky_relu,32,300,25,mse,0.1,4,4,2,1,0.9,0.8843464521785449,0.9895614975509901,0.9256990519426681,1326.984835904825
1200,leaky_relu,32,300,25,mse,0.1,4,4,2,10,0.9,0.9331427866164084,0.9812304013828187,0.9540403434062653,793.612022376149
1200,leaky_relu,32,300,25,mse,0.1,4,4,2,50,0.9,0.9132110692299488,0.9809209343288464,0.9455422441550817,1061.6832370769425
1200,leaky_relu,32,300,25,mse,0.1,4,4,2,100,0.9,0.92001491068732,0.9534471826135328,0.9395400231410216,976.279315652545
1200,leaky_relu,32,300,25,mse,0.1,4,4,3,1,0.9,0.8878569970944468,0.9886324474277259,0.9323387954497394,1259.0542335063121
1200,leaky_relu,32,300,25,mse,0.1,4,4,3,10,0.9,0.9089289175889358,0.9867545884451577,0.9410843348297151,1019.9678392564147
1200,leaky_relu,32,300,25,mse,0.1,4,4,3,50,0.9,0.9322285116099377,0.9612593632318537,0.949760460598244,878.0460237574346
1200,leaky_relu,32,300,25,mse,0.1,4,4,3,100,0.9,0.9230999312322308,0.9623534560458357,0.9460721532114675,924.2663211349253
1200,leaky_relu,32,300,25,mse,0.1,4,4,4,1,0.9,0.8699228025196151,0.9896554739579911,0.9234539020057841,1453.8037585207912
1200,leaky_relu,32,300,25,mse,0.1,4,4,4,10,0.9,0.9507502378813515,0.9877570490019745,0.9657799917644694,614.7993696258377
1200,leaky_relu,32,300,25,mse,0.1,4,4,4,50,0.9,0.9037287066352079,0.9534582482014594,0.9270085987295897,1135.9633754660786
1200,leaky_relu,32,300,25,mse,0.1,4,4,4,100,0.9,0.9192843854116697,0.9461700486706296,0.9424531313703558,959.9897950027807
1200,leaky_relu,32,300,30,mse,0.001,4,2,2,1,0.9,0.8219841181892155,0.9475233104804556,0.8684694697288627,2034.0383148027279
1200,leaky_relu,32,300,30,mse,0.001,4,2,2,10,0.9,0.8277036220851688,0.9471872948112238,0.870732720267659,1978.6384784365346
1200,leaky_relu,32,300,30,mse,0.001,4,2,2,50,0.9,0.82855953583513,0.7820447385526554,0.8773903374421059,1976.6996773253209
1200,leaky_relu,32,300,30,mse,0.001,4,2,2,100,0.9,0.8290955500433731,-0.07616066798950166,0.8549678318410163,1952.8249564336597
1200,leaky_relu,32,300,30,mse,0.001,4,2,3,1,0.9,0.8207025313506122,0.9475501519693593,0.8678865305361824,2044.9700984032975
1200,leaky_relu,32,300,30,mse,0.001,4,2,3,10,0.9,0.8275152678196479,0.9470092619701911,0.870644630193526,1980.8292705711697
1200,leaky_relu,32,300,30,mse,0.001,4,2,3,50,0.9,0.8265299756650739,0.8140079123309685,0.8780460658640916,1987.9600974968207
1200,leaky_relu,32,300,30,mse,0.001,4,2,3,100,0.9,0.8277675597933014,-0.08596736271569841,0.8557829138618369,1961.3754302445197
1200,leaky_relu,32,300,30,mse,0.001,4,2,4,1,0.9,0.8175285870845438,0.9474859661104005,0.8661121614972118,2074.7937413587506
1200,leaky_relu,32,300,30,mse,0.001,4,2,4,10,0.9,0.8273552537981148,0.9469447914770768,0.870544739580208,1980.8643273540622
1200,leaky_relu,32,300,30,mse,0.001,4,2,4,50,0.9,0.8287492865725192,0.7900996541954702,0.8764497579808961,1967.9806150018171
1200,leaky_relu,32,300,30,mse,0.001,4,2,4,100,0.9,0.8269728330784598,-0.08594629895530917,0.8562385396031167,1968.4285358145169
1200,leaky_relu,32,300,30,mse,0.001,4,3,2,1,0.9,0.8222703936118594,0.9468780017899298,0.8684213220231531,2027.099752062718
1200,leaky_relu,32,300,30,mse,0.001,4,3,2,10,0.9,0.8284927348669289,0.9455191812218359,0.8708867586977457,1972.4758727594294
1200,leaky_relu,32,300,30,mse,0.001,4,3,2,50,0.9,0.8313540314368834,0.9361661238048797,0.8770360116192306,1942.6781976851744
1200,leaky_relu,32,300,30,mse,0.001,4,3,2,100,0.9,0.8316754313887209,0.3587801181023972,0.8682402201681576,1931.913126036872
1200,leaky_relu,32,300,30,mse,0.001,4,3,3,1,0.9,0.8204568963251857,0.9480860329392715,0.8678833976197529,2047.5904970716667
1200,leaky_relu,32,300,30,mse,0.001,4,3,3,10,0.9,0.8282639320237206,0.9465266756406119,0.8708703226618646,1974.0206478746188
1200,leaky_relu,32,300,30,mse,0.001,4,3,3,50,0.9,0.8216473695673885,0.9356679091100316,0.8710714257248049,2035.5213207434501
1200,leaky_relu,32,300,30,mse,0.001,4,3,3,100,0.9,0.8301931851058879,0.3680769036977517,0.8677588652875752,1944.4196075302893
1200,leaky_relu,32,300,30,mse,0.001,4,3,4,1,0.9,0.8173133062622426,0.9480392981778674,0.8661040491004972,2077.536282942332
1200,leaky_relu,32,300,30,mse,0.001,4,3,4,10,0.9,0.8280519341781383,0.9463779807034115,0.8707916611983838,1973.8347969797437
1200,leaky_relu,32,300,30,mse,0.001,4,3,4,50,0.9,0.8323940657365596,0.9340593401699576,0.8760340995459254,1931.5594146422275
1200,leaky_relu,32,300,30,mse,0.001,4,3,4,100,0.9,0.8277233157866934,0.39941265198155357,0.8678079257248901,1969.203218118451
1200,leaky_relu,32,300,30,mse,0.001,4,4,2,1,0.9,0.8224228100505571,0.9461199991152636,0.8684993688549109,2025.6550832342818
1200,leaky_relu,32,300,30,mse,0.001,4,4,2,10,0.9,0.8246237021459976,0.9487283247425092,0.8691061114482355,2012.0166986503077
1200,leaky_relu,32,300,30,mse,0.001,4,4,2,50,0.9,0.8243312140265964,0.9572880508971733,0.8752163028109454,2023.286775017326
1200,leaky_relu,32,300,30,mse,0.001,4,4,2,100,0.9,0.8334751945747132,0.7804131911313209,0.8798769781886095,1927.7613214832577
1200,leaky_relu,32,300,30,mse,0.001,4,4,3,1,0.9,0.8210577384147323,0.9462008762304283,0.867894097395473,2037.410724031798
1200,leaky_relu,32,300,30,mse,0.001,4,4,3,10,0.9,0.8272227450370823,0.9486650040625701,0.8707654446244877,1984.7031057189529
1200,leaky_relu,32,300,30,mse,0.001,4,4,3,50,0.9,0.8239264085966589,0.9575508496555865,0.8749752168964717,2025.6452899205947
1200,leaky_relu,32,300,30,mse,0.001,4,4,3,100,0.9,0.8295480148615688,0.8058002293089916,0.8798898613763766,1964.0971002497624
1200,leaky_relu,32,300,30,mse,0.001,4,4,4,1,0.9,0.8179005707127721,0.9462052111292093,0.8661327941788879,2067.2962992047223
1200,leaky_relu,32,300,30,mse,0.001,4,4,4,10,0.9,0.8242721761347485,0.948665127914659,0.8690643267547032,2011.4918736428128
1200,leaky_relu,32,300,30,mse,0.001,4,4,4,50,0.9,0.8245716944494823,0.9565578278816372,0.8746825177123653,2017.6761218790782
1200,leaky_relu,32,300,30,mse,0.001,4,4,4,100,0.9,0.8285595743241194,0.7820447420799145,0.8773903476935455,1976.699330022556
1200,leaky_relu,32,300,30,mse,0.1,4,2,2,1,0.9,0.8691395982846857,0.9834366113924286,0.9194842139354183,1487.517613852595
1200,leaky_relu,32,300,30,mse,0.1,4,2,2,10,0.9,0.8601624660678697,0.9748710436141144,0.9064356154500708,1618.2256906845398
1200,leaky_relu,32,300,30,mse,0.1,4,2,2,50,0.9,0.8476899260810139,0.9635590268497907,0.9087303506864481,1688.7656076145915
1200,leaky_relu,32,300,30,mse,0.1,4,2,2,100,0.9,0.8416431103408837,0.9028660635522584,0.8804198626099684,1764.5926579007378
1200,leaky_relu,32,300,30,mse,0.1,4,2,3,1,0.9,0.7416766551877079,0.9838369981528111,0.8442396665540527,2721.217676678827
1200,leaky_relu,32,300,30,mse,0.1,4,2,3,10,0.9,0.8490712474405189,0.9739688646816268,0.9012594207539779,1699.9655493329003
1200,leaky_relu,32,300,30,mse,0.1,4,2,3,50,0.9,0.7408868159962771,0.9157747232380196,0.831722075886717,2766.905972356288
1200,leaky_relu,32,300,30,mse,0.1,4,2,3,100,0.9,0.857986684442484,0.9078470544817832,0.897691972575091,1565.2725719373761
1200,leaky_relu,32,300,30,mse,0.1,4,2,4,1,0.9,0.853611603316796,0.9792468119379083,0.9076643521414952,1628.1459250816874
1200,leaky_relu,32,300,30,mse,0.1,4,2,4,10,0.9,0.8643165836930582,0.9721972372691385,0.9061622043330233,1642.7069034115393
1200,leaky_relu,32,300,30,mse,0.1,4,2,4,50,0.9,0.7459196525982725,0.9379150353583122,0.8497237181111279,2689.4690696663192
1200,leaky_relu,32,300,30,mse,0.1,4,2,4,100,0.9,0.8700969781275971,0.9038864087400067,0.8983505543238886,1452.0336895422593
1200,leaky_relu,32,300,30,mse,0.1,4,3,2,1,0.9,0.8697961667566283,0.9826331558315442,0.9170597774028636,1576.3534579504883
1200,leaky_relu,32,300,30,mse,0.1,4,3,2,10,0.9,0.8658637900003938,0.9771855870932931,0.912319008318508,1545.896495250888
1200,leaky_relu,32,300,30,mse,0.1,4,3,2,50,0.9,0.7967193991562596,0.960009965850289,0.8646440199029953,2335.95487265052
1200,leaky_relu,32,300,30,mse,0.1,4,3,2,100,0.9,0.8738995060808313,0.9313675906148505,0.9051568092714879,1422.796638413508
1200,leaky_relu,32,300,30,mse,0.1,4,3,3,1,0.9,0.7407188982369313,0.9632440579608494,0.8418836086620654,2759.097284605225
1200,leaky_relu,32,300,30,mse,0.1,4,3,3,10,0.9,0.8815636488482959,0.9821033693433918,0.9217101559863558,1415.4506980955505
1200,leaky_relu,32,300,30,mse,0.1,4,3,3,50,0.9,0.7754131837996325,0.9009125374180655,0.8467457028646869,2447.8944781430364
1200,leaky_relu,32,300,30,mse,0.1,4,3,3,100,0.9,0.8212932468167384,0.8766950541246844,0.8730389857893524,1937.631490742452
1200,leaky_relu,32,300,30,mse,0.1,4,3,4,1,0.9,0.8260362482020415,0.9791263219909534,0.8864566145946169,1907.4245177111518
1200,leaky_relu,32,300,30,mse,0.1,4,3,4,10,0.9,0.8418382743307892,0.9823071456623312,0.8975018675764447,1832.5557945756702
1200,leaky_relu,32,300,30,mse,0.1,4,3,4,50,0.9,0.7807616712131789,0.9531442761723964,0.851815721499877,2337.254158543021
1200,leaky_relu,32,300,30,mse,0.1,4,3,4,100,0.9,0.8899041987031204,0.9366020592735083,0.9238257191712191,1278.177044155295
1200,leaky_relu,32,300,30,mse,0.1,4,4,2,1,0.9,0.839500160819538,0.981815902946445,0.8964910294863457,1891.6606437108608
1200,leaky_relu,32,300,30,mse,0.1,4,4,2,10,0.9,0.8903655888156422,0.977126489027709,0.9265930066747561,1294.5839722156163
1200,leaky_relu,32,300,30,mse,0.1,4,4,2,50,0.9,0.8524527915403517,0.9541487486584842,0.8946214064849074,1639.2464460485603
1200,leaky_relu,32,300,30,mse,0.1,4,4,2,100,0.9,0.7651715578919832,0.7589382735081123,0.8708915597208374,2682.138310885499
1200,leaky_relu,32,300,30,mse,0.1,4,4,3,1,0.9,0.7996870490945676,0.9814791303911756,0.8753777158180185,2208.9150994259203
1200,leaky_relu,32,300,30,mse,0.1,4,4,3,10,0.9,0.8715190127701864,0.9809429664740896,0.9161656576869105,1522.57077775596
1200,leaky_relu,32,300,30,mse,0.1,4,4,3,50,0.9,0.8446952536537513,0.9577258098815986,0.897661131499274,1747.7973206946854
1200,leaky_relu,32,300,30,mse,0.1,4,4,3,100,0.9,0.7625411236444286,0.94844080137284,0.8576419271404702,2563.1640901857845
1200,leaky_relu,32,300,30,mse,0.1,4,4,4,1,0.9,0.6885011658684672,0.9797534297777837,0.8055262359332072,3339.6353829146537
1200,leaky_relu,32,300,30,mse,0.1,4,4,4,10,0.9,0.8474120998275785,0.960314370326971,0.9097576719830458,1779.422924513382
1200,leaky_relu,32,300,30,mse,0.1,4,4,4,50,0.9,0.8030449459776274,0.9615119627067699,0.8708289503649973,2131.983253354972
1200,leaky_relu,32,300,30,mse,0.1,4,4,4,100,0.9,0.852114317928079,0.9578853345521543,0.9088904292575536,1665.5168850572322
